Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides AS_G0_A	Peptides AS_G0_B	Peptides AS_G0_C	Peptides AS_G1_A	Peptides AS_G1_B	Peptides AS_G1_C	Peptides WT_G0_A	Peptides WT_G0_B	Peptides WT_G0_C	Razor + unique peptides AS_G0_A	Razor + unique peptides AS_G0_B	Razor + unique peptides AS_G0_C	Razor + unique peptides AS_G1_A	Razor + unique peptides AS_G1_B	Razor + unique peptides AS_G1_C	Razor + unique peptides WT_G0_A	Razor + unique peptides WT_G0_B	Razor + unique peptides WT_G0_C	Unique peptides AS_G0_A	Unique peptides AS_G0_B	Unique peptides AS_G0_C	Unique peptides AS_G1_A	Unique peptides AS_G1_B	Unique peptides AS_G1_C	Unique peptides WT_G0_A	Unique peptides WT_G0_B	Unique peptides WT_G0_C	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type AS_G0_A	Identification type AS_G0_B	Identification type AS_G0_C	Identification type AS_G1_A	Identification type AS_G1_B	Identification type AS_G1_C	Identification type WT_G0_A	Identification type WT_G0_B	Identification type WT_G0_C	Sequence coverage AS_G0_A [%]	Sequence coverage AS_G0_B [%]	Sequence coverage AS_G0_C [%]	Sequence coverage AS_G1_A [%]	Sequence coverage AS_G1_B [%]	Sequence coverage AS_G1_C [%]	Sequence coverage WT_G0_A [%]	Sequence coverage WT_G0_B [%]	Sequence coverage WT_G0_C [%]	Intensity	Intensity AS_G0_A	Intensity AS_G0_B	Intensity AS_G0_C	Intensity AS_G1_A	Intensity AS_G1_B	Intensity AS_G1_C	Intensity WT_G0_A	Intensity WT_G0_B	Intensity WT_G0_C	iBAQ	iBAQ AS_G0_A	iBAQ AS_G0_B	iBAQ AS_G0_C	iBAQ AS_G1_A	iBAQ AS_G1_B	iBAQ AS_G1_C	iBAQ WT_G0_A	iBAQ WT_G0_B	iBAQ WT_G0_C	LFQ intensity AS_G0_A	LFQ intensity AS_G0_B	LFQ intensity AS_G0_C	LFQ intensity AS_G1_A	LFQ intensity AS_G1_B	LFQ intensity AS_G1_C	LFQ intensity WT_G0_A	LFQ intensity WT_G0_B	LFQ intensity WT_G0_C	MS/MS count AS_G0_A	MS/MS count AS_G0_B	MS/MS count AS_G0_C	MS/MS count AS_G1_A	MS/MS count AS_G1_B	MS/MS count AS_G1_C	MS/MS count WT_G0_A	MS/MS count WT_G0_B	MS/MS count WT_G0_C	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A2AU60;A2AU61;A2AU62;Q64012	A2AU60;A2AU61;A2AU62;Q64012	5;5;5;5	5;5;5;5	5;5;5;5	RNA-binding protein Raly	Raly	RNA-binding protein Raly (Fragment) OS=Mus musculus OX=10090 GN=Raly PE=1 SV=1;RNA-binding protein Raly (Fragment) OS=Mus musculus OX=10090 GN=Raly PE=1 SV=1;RNA-binding protein Raly (Fragment) OS=Mus musculus OX=10090 GN=Raly PE=1 SV=1;RNA-binding protein	4	5	5	5	4	2	5	1	2	1	1	5	4	4	2	5	1	2	1	1	5	4	4	2	5	1	2	1	1	5	4	54.6	54.6	54.6	15.57	141	141;211;298;312	0	33.906	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	41.1	11.3	54.6	5.7	11.3	5.7	5.7	54.6	33.3	52472000	8412100	1480600	7913600	486080	527580	370480	414020	21145000	11722000	5247200	841210	148060	791360	48608	52758	37048	41402	2114500	1172200	7725400	7518000	9015200	0	9179900	0	0	11176000	7757000	0	0	0	0	0	0	0	5	3	8				407	281;1898;13364;13594;14317	True;True;True;True;True	288;1934;13674;13911;14644	1667;1668;1669;1670;11740;11741;11742;11743;11744;11745;11746;81709;81710;81711;83238;83239;83240;83241;87537;87538;87539;87540;87541;87542;87543;87544	961;962;6887;46594;46595;46596;47627;50037	961;6887;46594;47627;50037		
V9GWU5;Q3TAI4;A2AUD5;Q9CYZ2;F6VQ81;Q3TUJ9;Q8BKP1	V9GWU5;Q3TAI4;A2AUD5;Q9CYZ2;F6VQ81;Q3TUJ9;Q8BKP1	3;3;3;3;2;2;2	3;3;3;3;2;2;2	3;3;3;3;2;2;2	Tumor protein D54	Tpd52l2	Tumor protein D54 (Fragment) OS=Mus musculus OX=10090 GN=Tpd52l2 PE=1 SV=8;Tumor protein D54 OS=Mus musculus OX=10090 GN=Tpd52l2 PE=1 SV=1;Tumor protein D54 OS=Mus musculus OX=10090 GN=Tpd52l2 PE=1 SV=1;Tumor protein D54 OS=Mus musculus OX=10090 GN=Tpd52l2	7	3	3	3	3	0	2	0	0	0	0	3	2	3	0	2	0	0	0	0	3	2	3	0	2	0	0	0	0	3	2	27.2	27.2	27.2	18.627	169	169;206;229;220;161;186;200	0	22.613	By MS/MS		By MS/MS					By MS/MS	By MS/MS	27.2	0	17.2	0	0	0	0	27.2	18.9	36972000	7620300	0	6081700	0	0	0	0	11715000	11554000	3697200	762030	0	608170	0	0	0	0	1171500	1155400	6541600	0	11102000	0	0	0	0	6786300	7986900	1	0	1	0	0	0	0	3	1	6				408	7874;12322;13058	True;True;True	8029;12614;13365	48430;48431;48432;48433;75310;75311;75312;75313;75314;79852;79853;79854	27546;42768;42769;42770;45504;45505	27546;42768;45505		
A2AUK7;A2AUK8;A2AUK5;E9PV14;Q9Z2H5	A2AUK7;A2AUK8;A2AUK5;E9PV14;Q9Z2H5	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Band 4.1-like protein 1	Epb4.1l1;Epb41l1	Band 4.1-like protein 1 OS=Mus musculus OX=10090 GN=Epb41l1 PE=1 SV=1;Band 4.1-like protein 1 OS=Mus musculus OX=10090 GN=Epb41l1 PE=1 SV=1;Band 4.1-like protein 1 OS=Mus musculus OX=10090 GN=Epb41l1 PE=1 SV=1;Band 4.1-like protein 1 OS=Mus musculus OX=100	5	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	1.9	1.9	1.9	81.89	730	730;867;879;1556;879	0.0018886	7.4312	By matching			By matching				By MS/MS	By MS/MS	1.9	0	0	1.9	0	0	0	1.9	1.9	17149000	2989100	0	0	997900	0	0	0	3237100	9924400	463470	80786	0	0	26970	0	0	0	87490	268230	0	0	0	0	0	0	0	0	3671900	0	0	0	0	0	0	0	1	1	2				409	1957	True	1994	12075;12076;12077;12078;12079	7098;7099	7099		
A2AUR3;Q60866;A2AUR5	A2AUR3;Q60866;A2AUR5	2;2;1	2;2;1	2;2;1	Phosphotriesterase-related protein	Pter	Phosphotriesterase-related protein (Fragment) OS=Mus musculus OX=10090 GN=Pter PE=1 SV=2;Phosphotriesterase-related protein OS=Mus musculus OX=10090 GN=Pter PE=1 SV=1;Phosphotriesterase-related protein (Fragment) OS=Mus musculus OX=10090 GN=Pter PE=1 SV=1	3	2	2	2	1	1	0	1	0	1	0	2	2	1	1	0	1	0	1	0	2	2	1	1	0	1	0	1	0	2	2	9.3	9.3	9.3	35.855	321	321;349;253	0	12.73	By matching	By matching		By MS/MS		By matching		By MS/MS	By matching	4.7	4.7	0	4.7	0	4.7	0	9.3	9.3	12057000	1367200	748800	0	1201400	0	229720	0	4066500	4443800	709260	80422	44047	0	70671	0	13513	0	239210	261400	0	0	0	0	0	0	0	3416800	2577400	0	0	0	0	0	0	0	2	0	2				410	4975;14159	True;True	5067;14486	29690;29691;29692;29693;29694;29695;86692;86693	17231;17232;49591	17231;49591		
A2AVJ7;Q99PL5	A2AVJ7;Q99PL5	33;32	33;32	33;32	Ribosome-binding protein 1	Rrbp1	Ribosome-binding protein 1 OS=Mus musculus OX=10090 GN=Rrbp1 PE=1 SV=1;Ribosome-binding protein 1 OS=Mus musculus OX=10090 GN=Rrbp1 PE=1 SV=2	2	33	33	33	31	25	28	16	14	11	9	28	24	31	25	28	16	14	11	9	28	24	31	25	28	16	14	11	9	28	24	22.2	22.2	22.2	158.39	1464	1464;1605	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	20.8	18.4	19	13.2	12.8	8.7	8.5	20.6	17.1	1886800000	830100000	87270000	334400000	45556000	10342000	6399700	6030600	322590000	244080000	18142000	7981700	839130	3215300	438040	99438	61536	57986	3101800	2346900	669020000	221780000	398050000	260530000	134300000	98006000	62256000	238750000	160880000	29	6	19	8	1	1	1	24	6	95				411	130;1462;1463;1749;2396;2397;2617;3068;3623;3911;6620;6624;7328;7973;8148;8436;8437;8438;8456;8478;10267;10301;10510;10923;11443;11516;11517;12501;12682;12880;13355;13356;13620	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	132;1492;1493;1782;2444;2445;2671;3131;3696;3986;6752;6756;7474;8130;8306;8596;8597;8598;8616;8638;10519;10553;10767;11189;11722;11795;11796;12800;12981;13183;13665;13666;13937	723;724;725;726;727;728;729;8966;8967;8968;8969;8970;8971;8972;8973;8974;8975;8976;8977;8978;8979;8980;8981;8982;8983;8984;8985;8986;8987;8988;8989;8990;8991;10703;10704;10705;10706;10707;10708;10709;10710;10711;14708;14709;14710;14711;14712;14713;14714;14715;14716;14717;14718;14719;14720;16188;16189;16190;16191;16192;16193;16194;16195;18777;18778;18779;18780;22264;22265;22266;22267;22268;22269;22270;22271;22272;22273;23942;23943;23944;23945;23946;23947;23948;23949;23950;40247;40248;40249;40250;40274;40275;40276;40277;40278;40279;40280;44951;44952;44953;44954;48971;48972;50054;50055;50056;50057;50058;50059;50060;50061;51639;51640;51641;51642;51643;51644;51645;51646;51647;51648;51649;51650;51651;51652;51653;51654;51786;51787;51788;51789;51790;51791;51959;62993;63201;64292;64293;64294;64295;64296;66827;66828;66829;66830;66831;66832;66833;66834;66835;69951;69952;69953;69954;69955;69956;70370;70371;70372;70373;70374;70375;70376;70377;70378;70379;70380;70381;70382;76525;76526;76527;76528;76529;76530;76531;76532;77601;77602;77603;77604;78772;78773;78774;78775;78776;78777;78778;78779;78780;78781;78782;78783;78784;78785;81666;81667;81668;81669;81670;81671;81672;81673;81674;81675;81676;81677;81678;81679;81680;81681;83349;83350;83351;83352;83353;83354;83355;83356	418;419;420;5172;5173;5174;5175;5176;5177;5178;5179;6231;6232;6233;6234;8662;8663;8664;8665;8666;8667;8668;8669;8670;9607;9608;9609;11091;11092;11093;13111;13112;13113;14033;14034;14035;14036;14037;14038;14039;14040;23197;23198;23199;23221;23222;23223;23224;25629;27845;28392;28393;28394;28395;28396;28397;29258;29259;29260;29261;29262;29263;29264;29341;29425;35665;35755;36362;36363;37796;37797;37798;39717;39718;39719;39720;39721;39946;39947;39948;39949;39950;43549;43550;43551;43552;44240;44909;44910;44911;44912;44913;44914;44915;44916;44917;44918;46576;46577;46578;46579;47688;47689;47690;47691	418;5172;5176;6232;8662;8668;9608;11091;13111;14033;23197;23221;25629;27845;28392;29259;29260;29263;29341;29425;35665;35755;36362;37797;39717;39946;39947;43551;44240;44909;46577;46579;47688		
Q0VGP9;A2AVV5;A2AVV7;A2AVV6	Q0VGP9;A2AVV5;A2AVV7;A2AVV6	1;1;1;1	1;1;1;1	1;1;1;1		Capn3	Calpain-3 OS=Mus musculus OX=10090 GN=Capn3 PE=1 SV=1;Calpain-3 OS=Mus musculus OX=10090 GN=Capn3 PE=1 SV=1;Calpain-3 OS=Mus musculus OX=10090 GN=Capn3 PE=1 SV=1;Calpain-3 OS=Mus musculus OX=10090 GN=Capn3 PE=1 SV=1	4	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1.7	1.7	1.7	82.219	709	709;737;757;785	0.0096275	6.3424	By MS/MS	By matching	By matching	By matching	By matching		By matching	By matching	By MS/MS	1.7	1.7	1.7	1.7	1.7	0	1.7	1.7	1.7	75674000	32998000	5797300	10686000	3399000	1042700	0	1401000	4031000	16320000	1940400	846100	148650	274000	87154	26736	0	35923	103360	418450	0	0	0	0	0	0	0	0	10767000	1	0	0	0	0	0	0	0	1	2				412	10751	True	11012	65737;65738;65739;65740;65741;65742;65743;65744	37153;37154	37154		
A2AWI9;A2AWI7;Q8R3V5	A2AWI9;A2AWI7;Q8R3V5	1;1;1	1;1;1	1;1;1	Endophilin-B2	Sh3glb2	Endophilin-B2 OS=Mus musculus OX=10090 GN=Sh3glb2 PE=1 SV=1;Endophilin-B2 OS=Mus musculus OX=10090 GN=Sh3glb2 PE=1 SV=1;Endophilin-B2 OS=Mus musculus OX=10090 GN=Sh3glb2 PE=1 SV=2	3	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	4.3	4.3	4.3	41.81	374	374;404;400	0.0080067	6.413	By MS/MS							By matching	By matching	4.3	0	0	0	0	0	0	4.3	4.3	3279800	999210	0	0	0	0	0	0	983640	1297000	204990	62451	0	0	0	0	0	0	61477	81062	0	0	0	0	0	0	0	0	855670	1	0	0	0	0	0	0	0	0	1				413	6415	True	6537	38826;38827;38828	22350	22350		
A2AWQ2;Q8BK67	A2AWQ2;Q8BK67	2;2	2;2	2;2	Protein RCC2	Rcc2	Protein RCC2 (Fragment) OS=Mus musculus OX=10090 GN=Rcc2 PE=1 SV=1;Protein RCC2 OS=Mus musculus OX=10090 GN=Rcc2 PE=1 SV=1	2	2	2	2	1	0	1	0	0	0	0	2	2	1	0	1	0	0	0	0	2	2	1	0	1	0	0	0	0	2	2	17.6	17.6	17.6	17.827	170	170;520	0	17.243	By MS/MS		By MS/MS					By MS/MS	By MS/MS	8.8	0	8.8	0	0	0	0	17.6	17.6	32616000	7645600	0	3827500	0	0	0	0	11686000	9457100	4077000	955700	0	478440	0	0	0	0	1460700	1182100	0	0	0	0	0	0	0	8721500	6318200	1	0	1	0	0	0	0	1	2	5				414	118;4739	True;True	120;4828	662;663;28438;28439;28440;28441	383;384;16516;16517;16518	383;16516		
A2BE93;Q9EQU5	A2BE93;Q9EQU5	1;1	1;1	1;1	Protein SET	Set	Protein SET (Fragment) OS=Mus musculus OX=10090 GN=Set PE=1 SV=1;Protein SET OS=Mus musculus OX=10090 GN=Set PE=1 SV=1	2	1	1	1	1	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	9.3	9.3	9.3	24.923	215	215;289	0.0023116	7.2057	By MS/MS		By matching	By matching	By matching			By matching		9.3	0	9.3	9.3	9.3	0	0	9.3	0	15108000	5070100	0	3623300	1432200	500120	0	0	4482500	0	1510800	507010	0	362330	143220	50012	0	0	448250	0	0	0	0	0	0	0	0	3375700	0	1	0	0	0	0	0	0	0	0	1				415	3362	True	3430	20514;20515;20516;20517;20518	12066	12066		
A2BFF8;O88487;Q3TPJ8;A2BFF5;A2BFF9;Q3TYJ3;D3Z0M6;O88485	A2BFF8;O88487;Q3TPJ8;A2BFF5;A2BFF9	7;7;6;6;6;1;1;1	7;7;6;6;6;1;1;1	7;7;6;6;6;1;1;1	Cytoplasmic dynein 1 intermediate chain 2	Dync1i2	Cytoplasmic dynein 1 intermediate chain 2 OS=Mus musculus OX=10090 GN=Dync1i2 PE=1 SV=1;Cytoplasmic dynein 1 intermediate chain 2 OS=Mus musculus OX=10090 GN=Dync1i2 PE=1 SV=1;Cytoplasmic dynein 1 intermediate chain 2 OS=Mus musculus OX=10090 GN=Dync1i2 PE	8	7	7	7	5	4	6	4	4	2	2	7	5	5	4	6	4	4	2	2	7	5	5	4	6	4	4	2	2	7	5	19.5	19.5	19.5	68.265	611	611;612;632;637;638;617;645;628	0	120.26	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	14.2	10.6	16.5	10.6	10.6	5.9	5.4	19.5	14.2	319780000	96311000	12587000	44536000	17597000	4350200	1103900	2391400	72275000	68628000	16830000	5069000	662490	2344000	926140	228960	58099	125860	3803900	3612000	89414000	26096000	54509000	53218000	39762000	49137000	18170000	40282000	41844000	4	4	4	3	1	0	0	5	4	25				416	3052;3194;3589;10629;11059;12301;12811	True;True;True;True;True;True;True	3115;3258;3662;10887;11326;12593;13114	18701;18702;18703;19549;19550;19551;19552;21985;64978;64979;64980;64981;64982;64983;64984;67625;67626;67627;67628;67629;67630;67631;67632;67633;67634;67635;67636;67637;75142;75143;75144;75145;75146;75147;75148;75149;75150;75151;75152;75153;75154;75155;75156;75157;78460;78461;78462;78463;78464;78465;78466;78467	11046;11510;11511;12965;36702;38291;38292;38293;38294;38295;38296;42665;42666;42667;42668;42669;42670;42671;42672;44726;44727;44728;44729;44730;44731;44732;44733	11046;11511;12965;36702;38291;42665;44726		
A2BGN7;Q9D8X0	A2BGN7;Q9D8X0	1;1	1;1	1;1	Protein MANBAL	Manbal	Protein MANBAL OS=Mus musculus OX=10090 GN=Manbal PE=1 SV=1;Protein MANBAL OS=Mus musculus OX=10090 GN=Manbal PE=3 SV=2	2	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	14.1	14.1	14.1	9.3679	85	85;85	0.0023496	7.3706	By matching	By MS/MS	By MS/MS						By matching	14.1	14.1	14.1	0	0	0	0	0	14.1	9067000	1304800	1347700	3246800	0	0	0	0	0	3167600	2266700	326200	336930	811710	0	0	0	0	0	791910	0	0	0	0	0	0	0	0	2089800	0	0	1	0	0	0	0	0	0	1				417	11398	True	11677	69674;69675;69676;69677	39572;39573	39573		
E9QAQ7;A2BH40	E9QAQ7;A2BH40	1;1	1;1	1;1	AT-rich interactive domain-containing protein 1A	Arid1a	AT-rich interactive domain-containing protein 1A OS=Mus musculus OX=10090 GN=Arid1a PE=1 SV=1;AT-rich interactive domain-containing protein 1A OS=Mus musculus OX=10090 GN=Arid1a PE=1 SV=1	2	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0.5	0.5	0.5	242.67	2287	2287;2283	0.0068876	6.5531		By matching						By MS/MS		0	0.5	0	0	0	0	0	0.5	0	2409700	0	1038900	0	0	0	0	0	1370800	0	34424	0	14841	0	0	0	0	0	19583	0	0	0	0	0	0	0	0	1032300	0	0	0	0	0	0	0	0	1	0	1				418	6725	True	6859	40918;40919	23563	23563		
F6RB63;A2BI12;Q99JF8	F6RB63;A2BI12;Q99JF8	1;1;1	1;1;1	1;1;1	PC4 and SFRS1-interacting protein	Psip1	PC4 and SFRS1-interacting protein (Fragment) OS=Mus musculus OX=10090 GN=Psip1 PE=1 SV=1;PC4 and SFRS1-interacting protein OS=Mus musculus OX=10090 GN=Psip1 PE=1 SV=1;PC4 and SFRS1-interacting protein OS=Mus musculus OX=10090 GN=Psip1 PE=1 SV=1	3	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	14.4	14.4	14.4	10.353	90	90;327;528	0.0023474	7.3568	By MS/MS			By matching				By MS/MS	By MS/MS	14.4	0	0	14.4	0	0	0	14.4	14.4	9231400	1556500	0	0	1774100	0	0	0	2965700	2935100	1538600	259410	0	0	295690	0	0	0	494290	489180	0	0	0	0	0	0	0	0	1936400	1	0	0	0	0	0	0	1	1	3				419	13032	True	13338	79606;79607;79608;79609	45371;45372;45373	45372		
A2BIN1;Q4FZE8;A2CEK7;A2AKN9;A2AKN8;A2BIM8;P02762;P04938;B8JI96;A2CEK6;A9C497;E9PVW0;A9C496;B5X0G2;A2BIN0;L7N222;P11591	A2BIN1;Q4FZE8;A2CEK7;A2AKN9;A2AKN8;A2BIM8;P02762;P04938;B8JI96;A2CEK6;A9C497;E9PVW0;A9C496;B5X0G2	8;8;7;7;7;7;7;7;6;5;5;5;5;5;3;3;1	2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;0	2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;0	Major urinary protein 6;Major urinary proteins 11 and 8;Major urinary protein 17	Mup10;Mup1;Mup14;Mup4;Mup8;Mup9;Mup6;Mup13;Mup19;Mup17	Major urinary protein 10 OS=Mus musculus OX=10090 GN=Mup10 PE=2 SV=1;Major urinary protein 1 OS=Mus musculus OX=10090 GN=Mup22 PE=2 SV=1;Major urinary protein 12 OS=Mus musculus OX=10090 GN=Mup14 PE=3 SV=1;Major urinary protein 2 OS=Mus musculus OX=10090 G	17	8	2	2	2	8	5	5	7	5	0	1	0	1	2	2	2	2	2	0	0	0	1	2	2	2	2	2	0	0	0	41.7	12.8	12.8	20.681	180	180;181;180;180;180;181;180;181;150;180;187;235;235;180;94;235;180	0	20.872	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By matching		12.2	41.7	27.2	27.2	35.6	27.2	0	6.1	0	163990000	1792700	36040000	26543000	55683000	32842000	11085000	0	0	0	14908000	162970	3276300	2413000	5062100	2985600	1007800	0	0	0	0	114630000	64170000	168050000	312390000	106140000	0	0	0	0	2	1	3	2	2	0	0	0	10				420	2466;3609;3851;4280;4281;6000;6495;7775	False;False;False;True;True;False;False;False	2520;3682;3925;4360;4361;6111;6624;7928	15185;15186;15187;15188;15189;15190;15191;15192;15193;22178;22179;22180;22181;22182;22183;22184;22185;22186;22187;23630;23631;23632;23633;23634;23635;26078;26079;26080;26081;26082;26083;26084;26085;26086;26087;26088;26089;26090;26091;26092;26093;26094;26095;36040;36041;39445;39446;47844	9012;9013;9014;9015;9016;13071;13072;13073;13846;13847;13848;13849;13850;15217;15218;15219;15220;15221;15222;15223;15224;15225;15226;15227;20707;22727;22728;27213	9013;13071;13848;15221;15225;20707;22727;27213		
Q58EV3;A9R9W0;A2CEL1;P11588;E9QA79;A2CEL0;L7MUC7;A2CEK9	Q58EV3;A9R9W0;A2CEL1;P11588;E9QA79;A2CEL0;L7MUC7	7;7;7;7;5;5;4;3	2;2;2;2;1;1;1;2	2;2;2;2;1;1;1;2	Major urinary protein 1	Mup1;Mup15;Mup7	Major urinary protein 1 OS=Mus musculus OX=10090 GN=Mup7 PE=2 SV=1;Major urinary protein 15 OS=Mus musculus OX=10090 GN=Mup15 PE=3 SV=1;Major urinary protein 1 OS=Mus musculus OX=10090 GN=Mup1 PE=3 SV=1;Major urinary protein 1 OS=Mus musculus OX=10090 GN=M	8	7	2	2	1	7	5	5	7	4	0	2	0	0	2	2	2	2	1	0	1	0	0	2	2	2	2	1	0	1	0	35.6	12.8	12.8	20.6	180	180;180;180;180;235;235;171;30	0	12.841	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching		By matching		5.6	35.6	27.2	27.2	35.6	23.3	0	8.9	0	113970000	0	49153000	30063000	20543000	12115000	1711600	0	385340	0	10361000	0	4468400	2733000	1867600	1101300	155600	0	35031	0	0	73178000	32045000	62581000	160300000	41166000	0	0	0	0	1	2	0	2	0	0	0	0	5				421	2466;3609;3851;4282;5694;6000;6495	False;False;False;True;True;False;False	2520;3682;3925;4362;5796;6111;6624	15185;15186;15187;15188;15189;15190;15191;15192;15193;22178;22179;22180;22181;22182;22183;22184;22185;22186;22187;23630;23631;23632;23633;23634;23635;26096;26097;26098;26099;33969;33970;33971;33972;33973;33974;33975;33976;33977;33978;36040;36041;39445;39446	9012;9013;9014;9015;9016;13071;13072;13073;13846;13847;13848;13849;13850;15228;19602;19603;19604;19605;20707;22727;22728	9013;13071;13848;15228;19603;20707;22727		
A3KGL9;F6W687;P09602;Q5XK38;B7ZCQ3	A3KGL9;F6W687;P09602;Q5XK38;B7ZCQ3	2;2;2;1;1	2;2;2;1;1	2;2;2;1;1	Non-histone chromosomal protein HMG-17	Hmgn2	Non-histone chromosomal protein HMG-17 OS=Mus musculus OX=10090 GN=Hmgn2 PE=1 SV=1;Non-histone chromosomal protein HMG-17 (Fragment) OS=Mus musculus OX=10090 GN=Hmgn2 PE=1 SV=1;Non-histone chromosomal protein HMG-17 OS=Mus musculus OX=10090 GN=Hmgn2 PE=1 S	5	2	2	2	1	2	2	2	2	0	2	1	1	1	2	2	2	2	0	2	1	1	1	2	2	2	2	0	2	1	1	39.6	39.6	39.6	9.7258	96	96;112;90;92;109	0	16.745	By matching	By matching	By MS/MS	By matching	By matching		By MS/MS	By MS/MS	By MS/MS	15.6	39.6	39.6	39.6	39.6	0	39.6	15.6	15.6	2061200000	39728000	44661000	71948000	19859000	9399400	0	37117000	871470000	967030000	515300000	9931900	11165000	17987000	4964700	2349900	0	9279200	217870000	241760000	0	72259000	130340000	49660000	76130000	0	260520000	692250000	612220000	0	0	2	0	0	0	2	3	3	10				422	352;8522	True;True	360;8683	2111;2112;2113;2114;2115;52206;52207;52208;52209;52210;52211;52212;52213;52214;52215;52216;52217;52218;52219;52220;52221;52222	1229;29554;29555;29556;29557;29558;29559;29560;29561;29562	1229;29558		
